ecosystem,sha,timestamp,link
Azure-Samples,3d02ba41cd1036a42cb384971ba223d9fdfc9bad,2021-07-08 15:55:11,https://github.com/Azure-Samples/ms-identity-aspnet-daemon-webapp/commit/3d02ba41cd1036a42cb384971ba223d9fdfc9bad
Azure-Samples,d4100ce64cde54677df35b9d9da1b461ff5d0324,2023-05-17 10:27:22,https://github.com/Azure-Samples/ms-identity-docs-code-python/commit/d4100ce64cde54677df35b9d9da1b461ff5d0324
Azure-Samples,3da3e5224790690017302a296a5a4fe71c0da00b,2022-01-26 01:19:48,https://github.com/Azure-Samples/workshop-migrate-jboss-on-app-service/commit/3da3e5224790690017302a296a5a4fe71c0da00b
Azure-Samples,f57fcabf3e4a321523e0591484ff67e7ce02d2e1,2021-02-18 01:18:20,https://github.com/Azure-Samples/MLOpsManufacturing/commit/f57fcabf3e4a321523e0591484ff67e7ce02d2e1
Azure-Samples,d82349e6c44f75ad9db814f4781d5a551d00eab0,2023-02-23 15:20:21,https://github.com/Azure-Samples/ms-identity-docs-code-dotnet/commit/d82349e6c44f75ad9db814f4781d5a551d00eab0
Azure-Samples,f4090ab2660c66d95fea0c4052810c75c4ab01db,2023-09-06 08:58:15,https://github.com/Azure-Samples/app-service-dotnet-manage-authentication-for-web-apps/commit/f4090ab2660c66d95fea0c4052810c75c4ab01db
Azure-Samples,92e3f50ad57fef8208e5d3d7a3968edb894373d2,2024-04-14 13:39:59,https://github.com/Azure-Samples/ApplicationInsights-Java-Samples/commit/92e3f50ad57fef8208e5d3d7a3968edb894373d2
Azure-Samples,edb85d3c3abb715427493aa72a20f70575290fbf,2019-09-23 23:16:07,https://github.com/Azure-Samples/acr-tasks/commit/edb85d3c3abb715427493aa72a20f70575290fbf
Azure-Samples,f57cbcf2d3092327c23e794bcff0af7716a84d42,2019-10-16 20:39:02,https://github.com/Azure-Samples/active-directory-dotnet-native-aspnetcore-v2/commit/f57cbcf2d3092327c23e794bcff0af7716a84d42
Azure-Samples,840e57fff228421d33bff7dc9ccf9d1b92cdbe80,2021-12-08 23:27:03,https://github.com/Azure-Samples/azure-sql-db-fullstack-serverless-kickstart/commit/840e57fff228421d33bff7dc9ccf9d1b92cdbe80
